Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[13]     0.0    0.00    0.00     288         __gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >::base() const [13]
-----------------------------------------------
                0.00    0.00      28/174         __gnu_cxx::__normal_iterator<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >::operator+(long) const [83]
                0.00    0.00      30/174         __gnu_cxx::__normal_iterator<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >::operator-(long) const [76]
                0.00    0.00      35/174         std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::begin() [65]
                0.00    0.00      81/174         std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::end() [28]
[14]     0.0    0.00    0.00     174         __gnu_cxx::__normal_iterator<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >::__normal_iterator(GraphAlgo::Edge* const&) [14]
-----------------------------------------------
                0.00    0.00     174/174         std::_Rb_tree_node<std::pair<int, int> >::_M_valptr() const [17]
[15]     0.0    0.00    0.00     174         __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_ptr() const [15]
                0.00    0.00     174/174         __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_addr() const [16]
-----------------------------------------------
                0.00    0.00     174/174         __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_ptr() const [15]
[16]     0.0    0.00    0.00     174         __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_addr() const [16]
-----------------------------------------------
                0.00    0.00     174/174         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_key(std::_Rb_tree_node<std::pair<int, int> > const*) [20]
[17]     0.0    0.00    0.00     174         std::_Rb_tree_node<std::pair<int, int> >::_M_valptr() const [17]
                0.00    0.00     174/174         __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_ptr() const [15]
-----------------------------------------------
                0.00    0.00       9/174         std::_Rb_tree_iterator<std::pair<int, int> > std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_<std::pair<int, int>, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int, int>&&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node&) [165]
                0.00    0.00      30/174         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_insert_unique_pos(std::pair<int, int> const&) [174]
                0.00    0.00      31/174         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&) const [70]
                0.00    0.00     104/174         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int, int> > const*, std::_Rb_tree_node_base const*, std::pair<int, int> const&) const [69]
[18]     0.0    0.00    0.00     174         std::less<std::pair<int, int> >::operator()(std::pair<int, int> const&, std::pair<int, int> const&) const [18]
                0.00    0.00     174/174         bool std::operator< <int, int>(std::pair<int, int> const&, std::pair<int, int> const&) [21]
-----------------------------------------------
                0.00    0.00     174/174         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_key(std::_Rb_tree_node<std::pair<int, int> > const*) [20]
[19]     0.0    0.00    0.00     174         std::_Identity<std::pair<int, int> >::operator()(std::pair<int, int> const&) const [19]
-----------------------------------------------
                0.00    0.00      23/174         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_insert_unique_pos(std::pair<int, int> const&) [174]
                0.00    0.00      47/174         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_key(std::_Rb_tree_node_base const*) [54]
                0.00    0.00     104/174         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int, int> > const*, std::_Rb_tree_node_base const*, std::pair<int, int> const&) const [69]
[20]     0.0    0.00    0.00     174         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_key(std::_Rb_tree_node<std::pair<int, int> > const*) [20]
                0.00    0.00     174/174         std::_Rb_tree_node<std::pair<int, int> >::_M_valptr() const [17]
                0.00    0.00     174/174         std::_Identity<std::pair<int, int> >::operator()(std::pair<int, int> const&) const [19]
-----------------------------------------------
                0.00    0.00     174/174         std::less<std::pair<int, int> >::operator()(std::pair<int, int> const&, std::pair<int, int> const&) const [18]
[21]     0.0    0.00    0.00     174         bool std::operator< <int, int>(std::pair<int, int> const&, std::pair<int, int> const&) [21]
-----------------------------------------------
                0.00    0.00      60/150         GraphAlgo::Edge& std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::emplace_back<int&, int&>(int&, int&) [106]
                0.00    0.00      90/150         void std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::_M_realloc_append<int&, int&>(int&, int&) [118]
[22]     0.0    0.00    0.00     150         int& std::forward<int&>(std::remove_reference<int&>::type&) [22]
-----------------------------------------------
                0.00    0.00      10/120         __gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >::__normal_iterator<GraphAlgo::Edge*, void>(__gnu_cxx::__normal_iterator<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > > const&) [140]
                0.00    0.00      16/120         GraphAlgo::Edge* std::__niter_base<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >(__gnu_cxx::__normal_iterator<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >) [113]
                0.00    0.00      30/120         __gnu_cxx::__normal_iterator<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >::difference_type __gnu_cxx::operator-<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >(__gnu_cxx::__normal_iterator<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > > const&, __gnu_cxx::__normal_iterator<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > > const&) [114]
                0.00    0.00      64/120         bool __gnu_cxx::operator!=<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >(__gnu_cxx::__normal_iterator<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > > const&, __gnu_cxx::__normal_iterator<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > > const&) [73]
[23]     0.0    0.00    0.00     120         __gnu_cxx::__normal_iterator<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >::base() const [23]
-----------------------------------------------
                0.00    0.00      10/118         std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::cbegin() const [144]
                0.00    0.00      54/118         std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::begin() const [49]
                0.00    0.00      54/118         std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::end() const [48]
[24]     0.0    0.00    0.00     118         __gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >::__normal_iterator(GraphAlgo::Edge const* const&) [24]
-----------------------------------------------
                0.00    0.00      34/112         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int, int> > const*, std::_Rb_tree_node_base const*, std::pair<int, int> const&) const [69]
                0.00    0.00      78/112         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() const [31]
[25]     0.0    0.00    0.00     112         std::_Rb_tree_const_iterator<std::pair<int, int> >::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [25]
-----------------------------------------------
                0.00    0.00       5/107         GraphAlgo::Edge& std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::emplace_back<int&, int&>(int&, int&) [106]
                0.00    0.00       5/107         void std::_Construct<std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >>(std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >*) [215]
                0.00    0.00       5/107         void std::_Construct<std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > const&>(std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > const&) [216]
                0.00    0.00       5/107         void std::vector<int, std::allocator<int> >::_M_realloc_append<int const&>(int const&) [214]
                0.00    0.00       6/107         std::vector<int, std::allocator<int> >::push_back(int const&) [136]
                0.00    0.00      11/107         std::deque<int, std::allocator<int> >::push_back(int const&) [133]
                0.00    0.00      15/107         void std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::_M_realloc_append<int&, int&>(int&, int&) [118]
                0.00    0.00      15/107         void std::__relocate_object_a<GraphAlgo::Edge, GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >(GraphAlgo::Edge*, GraphAlgo::Edge*, std::allocator<GraphAlgo::Edge>&) [123]
                0.00    0.00      20/107         void std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_construct_node<std::pair<int, int> >(std::_Rb_tree_node<std::pair<int, int> >*, std::pair<int, int>&&) [173]
                0.00    0.00      20/107         void std::_Construct<GraphAlgo::Edge, GraphAlgo::Edge const&>(GraphAlgo::Edge*, GraphAlgo::Edge const&) [108]
[26]     0.0    0.00    0.00     107         operator new(unsigned long, void*) [26]
-----------------------------------------------
                0.00    0.00      25/100         GraphAlgo::Graph::printGraph() const [286]
                0.00    0.00      25/100         GraphAlgo::Edge* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >, GraphAlgo::Edge*>(__gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >, __gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >, GraphAlgo::Edge*) [220]
                0.00    0.00      50/100         GraphAlgo::GraphAlgorithms::dfsUtil(int, std::vector<bool, std::allocator<bool> >&) const [242]
[27]     0.0    0.00    0.00     100         bool __gnu_cxx::operator!=<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >(__gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > > const&, __gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > > const&) [27]
                0.00    0.00     200/288         __gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >::base() const [13]
-----------------------------------------------
                0.00    0.00      14/81          std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::_M_erase(__gnu_cxx::__normal_iterator<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >) [161]
                0.00    0.00      15/81          void std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::_M_realloc_append<int&, int&>(int&, int&) [118]
                0.00    0.00      22/81          GraphAlgo::GraphAlgorithms::findEulerianCircuit() const [284]
                0.00    0.00      30/81          std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::back() [80]
[28]     0.0    0.00    0.00      81         std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::end() [28]
                0.00    0.00      81/174         __gnu_cxx::__normal_iterator<GraphAlgo::Edge*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >::__normal_iterator(GraphAlgo::Edge* const&) [14]
-----------------------------------------------
                0.00    0.00      20/80          GraphAlgo::Graph::printGraph() const [286]
                0.00    0.00      20/80          GraphAlgo::Edge* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >, GraphAlgo::Edge*>(__gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >, __gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >, GraphAlgo::Edge*) [220]
                0.00    0.00      40/80          GraphAlgo::GraphAlgorithms::dfsUtil(int, std::vector<bool, std::allocator<bool> >&) const [242]
[29]     0.0    0.00    0.00      80         __gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >::operator++() [29]
-----------------------------------------------
                0.00    0.00      20/80          GraphAlgo::Graph::printGraph() const [286]
                0.00    0.00      20/80          GraphAlgo::Edge* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >, GraphAlgo::Edge*>(__gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >, __gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >, GraphAlgo::Edge*) [220]
                0.00    0.00      40/80          GraphAlgo::GraphAlgorithms::dfsUtil(int, std::vector<bool, std::allocator<bool> >&) const [242]
[30]     0.0    0.00    0.00      80         __gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >::operator*() const [30]
-----------------------------------------------
                0.00    0.00      34/78          std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::count(std::pair<int, int> const&) const [67]
                0.00    0.00      44/78          std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&) const [70]
[31]     0.0    0.00    0.00      78         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() const [31]
                0.00    0.00      78/112         std::_Rb_tree_const_iterator<std::pair<int, int> >::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [25]
-----------------------------------------------
                0.00    0.00       5/75          std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::vector(std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > const&) [211]
                0.00    0.00      10/75          GraphAlgo::GraphAlgorithms::isEulerian() const [241]
                0.00    0.00      60/75          std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::_M_check_len(unsigned long, char const*) const [115]
[32]     0.0    0.00    0.00      75         std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::size() const [32]
-----------------------------------------------
                0.00    0.00      20/72          GraphAlgo::Graph::addEdge(int, int, int) [139]
                0.00    0.00      52/72          GraphAlgo::GraphAlgorithms::findEulerianCircuit() const [284]
[33]     0.0    0.00    0.00      72         std::vector<std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >, std::allocator<std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > > >::operator[](unsigned long) [33]
-----------------------------------------------
                0.00    0.00       8/70          std::_Bit_iterator::_Bit_iterator() [184]
                0.00    0.00      62/70          std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [38]
[34]     0.0    0.00    0.00      70         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [34]
-----------------------------------------------
                0.00    0.00      10/70          std::pair<std::_Rb_tree_iterator<std::pair<int, int> >, bool> std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_unique<std::pair<int, int> >(std::pair<int, int>&&) [172]
                0.00    0.00      10/70          std::_Rb_tree_iterator<std::pair<int, int> > std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_<std::pair<int, int>, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int, int>&&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node&) [165]
                0.00    0.00      10/70          std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node::operator()<std::pair<int, int> >(std::pair<int, int>&&) const [146]
                0.00    0.00      10/70          std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_create_node<std::pair<int, int> >(std::pair<int, int>&&) [170]
                0.00    0.00      30/70          void std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_construct_node<std::pair<int, int> >(std::_Rb_tree_node<std::pair<int, int> >*, std::pair<int, int>&&) [173]
[35]     0.0    0.00    0.00      70         std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [35]
-----------------------------------------------
                0.00    0.00      34/68          std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::count(std::pair<int, int> const&) const [67]
                0.00    0.00      34/68          std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&) const [70]
[36]     0.0    0.00    0.00      68         std::operator==(std::_Rb_tree_const_iterator<std::pair<int, int> > const&, std::_Rb_tree_const_iterator<std::pair<int, int> > const&) [36]
-----------------------------------------------
                0.00    0.00      15/65          void std::__relocate_object_a<GraphAlgo::Edge, GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >(GraphAlgo::Edge*, GraphAlgo::Edge*, std::allocator<GraphAlgo::Edge>&) [123]
                0.00    0.00      20/65          GraphAlgo::Edge* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >, GraphAlgo::Edge*>(__gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >, __gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >, GraphAlgo::Edge*) [220]
                0.00    0.00      30/65          GraphAlgo::Edge* std::__relocate_a_1<GraphAlgo::Edge*, GraphAlgo::Edge*, std::allocator<GraphAlgo::Edge> >(GraphAlgo::Edge*, GraphAlgo::Edge*, GraphAlgo::Edge*, std::allocator<GraphAlgo::Edge>&) [122]
[37]     0.0    0.00    0.00      65         GraphAlgo::Edge* std::__addressof<GraphAlgo::Edge>(GraphAlgo::Edge&) [37]
-----------------------------------------------
                0.00    0.00       2/62          std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [274]
                0.00    0.00      60/62          std::vector<bool, std::allocator<bool> >::begin() [45]
[38]     0.0    0.00    0.00      62         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [38]
                0.00    0.00      62/70          std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [34]
-----------------------------------------------
                0.00    0.00      62/62          std::operator+(std::_Bit_iterator const&, long) [41]
[39]     0.0    0.00    0.00      62         std::_Bit_iterator::operator+=(long) [39]
                0.00    0.00      62/62          std::_Bit_iterator_base::_M_incr(long) [40]
-----------------------------------------------
                0.00    0.00      62/62          std::_Bit_iterator::operator+=(long) [39]
[40]     0.0    0.00    0.00      62         std::_Bit_iterator_base::_M_incr(long) [40]
-----------------------------------------------
                0.00    0.00       2/62          std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [274]
                0.00    0.00      60/62          std::_Bit_iterator::operator[](long) const [43]
[41]     0.0    0.00    0.00      62         std::operator+(std::_Bit_iterator const&, long) [41]
                0.00    0.00      62/62          std::_Bit_iterator::operator+=(long) [39]
-----------------------------------------------
                0.00    0.00      60/60          std::_Bit_iterator::operator[](long) const [43]
[42]     0.0    0.00    0.00      60         std::_Bit_iterator::operator*() const [42]
                0.00    0.00      60/60          std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [44]
-----------------------------------------------
                0.00    0.00      60/60          std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [46]
[43]     0.0    0.00    0.00      60         std::_Bit_iterator::operator[](long) const [43]
                0.00    0.00      60/62          std::operator+(std::_Bit_iterator const&, long) [41]
                0.00    0.00      60/60          std::_Bit_iterator::operator*() const [42]
-----------------------------------------------
                0.00    0.00      60/60          std::_Bit_iterator::operator*() const [42]
[44]     0.0    0.00    0.00      60         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [44]
-----------------------------------------------
                0.00    0.00      60/60          std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [46]
[45]     0.0    0.00    0.00      60         std::vector<bool, std::allocator<bool> >::begin() [45]
                0.00    0.00      60/62          std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [38]
-----------------------------------------------
                0.00    0.00      10/60          GraphAlgo::GraphAlgorithms::isEulerian() const [241]
                0.00    0.00      50/60          GraphAlgo::GraphAlgorithms::dfsUtil(int, std::vector<bool, std::allocator<bool> >&) const [242]
[46]     0.0    0.00    0.00      60         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [46]
                0.00    0.00      60/60          std::vector<bool, std::allocator<bool> >::begin() [45]
                0.00    0.00      60/60          std::_Bit_iterator::operator[](long) const [43]
-----------------------------------------------
                0.00    0.00      55/55          std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int, int> > const*, std::_Rb_tree_node_base const*, std::pair<int, int> const&) const [69]
[47]     0.0    0.00    0.00      55         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_left(std::_Rb_tree_node_base const*) [47]
-----------------------------------------------
                0.00    0.00       5/54          GraphAlgo::Graph::printGraph() const [286]
                0.00    0.00       5/54          std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::vector(std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > const&) [211]
                0.00    0.00      10/54          GraphAlgo::GraphAlgorithms::dfsUtil(int, std::vector<bool, std::allocator<bool> >&) const [242]
                0.00    0.00      34/54          std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::empty() const [68]
[48]     0.0    0.00    0.00      54         std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::end() const [48]
                0.00    0.00      54/118         __gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >::__normal_iterator(GraphAlgo::Edge const* const&) [24]
-----------------------------------------------
                0.00    0.00       5/54          GraphAlgo::Graph::printGraph() const [286]
                0.00    0.00       5/54          std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::vector(std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > const&) [211]
                0.00    0.00      10/54          GraphAlgo::GraphAlgorithms::dfsUtil(int, std::vector<bool, std::allocator<bool> >&) const [242]
                0.00    0.00      34/54          std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::empty() const [68]
[49]     0.0    0.00    0.00      54         std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> >::begin() const [49]
                0.00    0.00      54/118         __gnu_cxx::__normal_iterator<GraphAlgo::Edge const*, std::vector<GraphAlgo::Edge, std::allocator<GraphAlgo::Edge> > >::__normal_iterator(GraphAlgo::Edge const* const&) [24]
-----------------------------------------------
                0.00    0.00      10/50          GraphAlgo::GraphAlgorithms::isEulerian() const [241]
                0.00    0.00      40/50          GraphAlgo::GraphAlgorithms::dfsUtil(int, std::vector<bool, std::allocator<bool> >&) const [242]
[50]     0.0    0.00    0.00      50         std::_Bit_reference::operator bool() const [50]
-----------------------------------------------
                0.00    0.00      49/49          std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int, int> > const*, std::_Rb_tree_node_base const*, std::pair<int, int> const&) const [69]
[51]     0.0    0.00    0.00      49         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_right(std::_Rb_tree_node_base const*) [51]
-----------------------------------------------
